,No.,Company,Format,Form Type,Filing Date,Size,Link,CIK
80,152,1832 Asset Management L.P.,[text] [html],SC 13G,01/10/2014,19011,/Archives/edgar/data/944388/000106299314000122/0001062993-14-000122-index.htm,0000944388
81,152,1992 MSF International Ltd.,[text] [html],3,11/07/2018,6694,/Archives/edgar/data/1308315/000090266418003965/0000902664-18-003965-index.htm,0000919185
82,152,1992 MSF International Ltd.,[text] [html],4,11/07/2018,7615,/Archives/edgar/data/1308315/000090266418003966/0000902664-18-003966-index.htm,0000919185
83,152,1997 ANTEBI CHILDRENS INSURANCE & OTHER TRUST,[text] [html],SC 13G,11/15/1999,11356,/Archives/edgar/data/1098688/0000950148-99-002481-index.htm,0000819690
84,152,1ST COLONIAL BANCORP INC,[text] [html],S-8,12/29/2003,60658,/Archives/edgar/data/1168230/000104746903042117/0001047469-03-042117-index.htm,0001168230
85,152,1ST COLONIAL BANCORP INC,[text] [html],S-8,12/29/2003,60089,/Archives/edgar/data/1168230/000104746903042116/0001047469-03-042116-index.htm,0001168230
86,152,1ST COLONIAL BANCORP INC,[text] [html],10QSB,11/14/2003,511137,/Archives/edgar/data/1168230/000110465903026497/0001104659-03-026497-index.htm,0001168230
87,152,1ST COLONIAL BANCORP INC,[text] [html],8-K,10/21/2003,59658,/Archives/edgar/data/1168230/000110465903023244/0001104659-03-023244-index.htm,0001168230
88,152,1ST COLONIAL BANCORP INC,[text] [html],10QSB,08/14/2003,146366,/Archives/edgar/data/1168230/000090359403000098/0000903594-03-000098-index.htm,0001168230
89,152,1ST COLONIAL BANCORP INC,[text] [html],8-K,08/06/2003,9221,/Archives/edgar/data/1168230/000090359403000090/0000903594-03-000090-index.htm,0001168230
0,152,1ST COLONIAL BANCORP INC,[text] [html],8-K,08/06/2003,9221,/Archives/edgar/data/1168230/000090359403000090/0000903594-03-000090-index.htm,0001168230
1,152,1ST COLONIAL BANCORP INC,[text] [html],10QSB,05/14/2003,64658,/Archives/edgar/data/1168230/000090359403000040/0000903594-03-000040-index.htm,0001168230
2,152,1ST COLONIAL BANCORP INC,[text] [html],10KSB,03/28/2003,232421,/Archives/edgar/data/1168230/000090359403000020/0000903594-03-000020-index.htm,0001168230
3,152,1ST COLONIAL BANCORP INC,[text] [html],8-K,12/23/2002,6592,/Archives/edgar/data/1168230/000090359402000087/0000903594-02-000087-index.htm,0001168230
4,152,1ST COLONIAL BANCORP INC,[text] [html],10QSB,11/12/2002,68955,/Archives/edgar/data/1168230/000090359402000077/0000903594-02-000077-index.htm,0001168230
5,152,1ST COLONIAL BANCORP INC,[text] [html],424B1,09/23/2002,368996,/Archives/edgar/data/1168230/000089322002001139/0000893220-02-001139-index.htm,0001168230
6,152,1ST COLONIAL BANCORP INC,[text] [html],SB-2/A,09/13/2002,413594,/Archives/edgar/data/1168230/000089322002001120/0000893220-02-001120-index.htm,0001168230
7,152,1ST COLONIAL BANCORP INC,[text] [html],SB-2/A,08/30/2002,458012,/Archives/edgar/data/1168230/000089322002001104/0000893220-02-001104-index.htm,0001168230
8,152,1ST COLONIAL BANCORP INC,[text] [html],10QSB,08/14/2002,54592,/Archives/edgar/data/1168230/000090359402000064/0000903594-02-000064-index.htm,0001168230
9,152,1ST COLONIAL BANCORP INC,[text] [html],SB-2,07/12/2002,390034,/Archives/edgar/data/1168230/000089322002000888/0000893220-02-000888-index.htm,0001168230
10,152,1ST COLONIAL BANCORP INC,[text] [html],S-4/A,04/30/2002,385873,/Archives/edgar/data/1168230/000089322002000550/0000893220-02-000550-index.htm,0001168230
11,152,1ST COLONIAL BANCORP INC,[text] [html],S-4/A,04/19/2002,401065,/Archives/edgar/data/1168230/000089322002000464/0000893220-02-000464-index.htm,0001168230
12,152,1ST CONSTITUTION BANCORP,[text] [html],10QSB,11/13/2002,154579,/Archives/edgar/data/1141807/000095012302010745/0000950123-02-010745-index.htm,0001141807
13,152,1ST CONSTITUTION BANCORP,[text] [html],8-K,10/23/2002,20808,/Archives/edgar/data/1141807/000092779602000316/0000927796-02-000316-index.htm,0001141807
14,152,1ST CONSTITUTION BANCORP,[text] [html],S-8,08/15/2002,27882,/Archives/edgar/data/1141807/000095012302008122/0000950123-02-008122-index.htm,0001141807
15,152,1ST CONSTITUTION BANCORP,[text] [html],10QSB,08/09/2002,139602,/Archives/edgar/data/1141807/000095012302007657/0000950123-02-007657-index.htm,0001141807
16,152,1ST CONSTITUTION BANCORP,[text] [html],10QSB,05/08/2002,659308,/Archives/edgar/data/1141807/000095012302004827/0000950123-02-004827-index.htm,0001141807
17,152,1ST CONSTITUTION BANCORP,[text] [html],ARS,03/29/2002,1631,/Archives/edgar/data/1141807/999999999702019675/9999999997-02-019675-index.htm,0001141807
18,152,1ST CONSTITUTION BANCORP,[text] [html],10KSB,03/22/2002,1043139,/Archives/edgar/data/1141807/000095012302002825/0000950123-02-002825-index.htm,0001141807
19,152,1ST CONSTITUTION BANCORP,[text] [html],DEF 14A,03/22/2002,168469,/Archives/edgar/data/1141807/000095012302002824/0000950123-02-002824-index.htm,0001141807
20,152,1ST CONSTITUTION BANCORP,[text] [html],PRE 14A,03/11/2002,167379,/Archives/edgar/data/1141807/000095012302002376/0000950123-02-002376-index.htm,0001141807
21,152,1ST CONSTITUTION BANCORP,[text] [html],10QSB,11/14/2001,399398,/Archives/edgar/data/1141807/000095012301508367/0000950123-01-508367-index.htm,0001141807
22,152,1ST CONSTITUTION BANCORP,[text] [html],10SB12G/A,09/07/2001,338783,/Archives/edgar/data/1141807/000095012301506347/0000950123-01-506347-index.htm,0001141807
23,152,1ST CONSTITUTION BANCORP,[text] [html],10SB12G/A,08/06/2001,269018,/Archives/edgar/data/1141807/000095012301505096/0000950123-01-505096-index.htm,0001141807
24,152,1ST GENX INC,[text] [html],10SB12G,09/13/2002,85108,/Archives/edgar/data/831126/000114420402000882/0001144204-02-000882-index.htm,0000831126
25,152,1ST INTERNET GROUP INC,[text] [html],8-K,02/23/2000,5751,/Archives/edgar/data/1086232/0001005477-00-001542-index.htm,0001086232
26,152,1ST INTERNET GROUP INC,[text] [html],15-12G,02/18/2000,4074,/Archives/edgar/data/1086232/0001005477-00-001513-index.htm,0001086232
27,152,1ST INTERNET GROUP INC,[text] [html],10SB12G/A,01/19/2000,154590,/Archives/edgar/data/1086232/0001081271-00-000001-index.htm,0001086232
28,152,1ST INTERNET GROUP INC,[text] [html],3,12/06/1999,8611,/Archives/edgar/data/1086232/0001081271-99-000043-index.htm,0001086232
29,152,1ST INTERNET GROUP INC,[text] [html],3,12/06/1999,8731,/Archives/edgar/data/1086232/0001081271-99-000041-index.htm,0001086232
30,152,1ST INTERNET GROUP INC,[text] [html],3,12/06/1999,8732,/Archives/edgar/data/1086232/0001081271-99-000039-index.htm,0001086232
31,152,1ST INTERNET GROUP INC,[text] [html],3,12/06/1999,8604,/Archives/edgar/data/1086232/0001081271-99-000042-index.htm,0001086232
32,152,1ST INTERNET GROUP INC,[text] [html],3,12/06/1999,9918,/Archives/edgar/data/1086232/0001081271-99-000040-index.htm,0001086232
33,152,1ST INTERNET GROUP INC,[text] [html],10SB12G/A,11/30/1999,185459,/Archives/edgar/data/1086232/0001081271-99-000037-index.htm,0001086232
34,152,1st NRG Corp.,[text] [html],D,12/30/2013,8053,/Archives/edgar/data/949268/000113717113000399/0001137171-13-000399-index.htm,0000949268
35,152,1st NRG Corp.,[text] [html],D,12/04/2013,8205,/Archives/edgar/data/949268/000113717113000381/0001137171-13-000381-index.htm,0000949268
36,152,1st NRG Corp.,[text] [html],10-Q/A,08/20/2012,273350,/Archives/edgar/data/949268/000113717112000340/0001137171-12-000340-index.htm,0000949268
37,152,1st NRG Corp.,[text] [html],10-Q/A,08/20/2012,283140,/Archives/edgar/data/949268/000113717112000341/0001137171-12-000341-index.htm,0000949268
38,152,1st NRG Corp.,[text] [html],10-K/A,08/20/2012,2254825,/Archives/edgar/data/949268/000113717112000338/0001137171-12-000338-index.htm,0000949268
39,152,1st NRG Corp.,[text] [html],10-Q/A,08/20/2012,272418,/Archives/edgar/data/949268/000113717112000339/0001137171-12-000339-index.htm,0000949268
40,152,1st NRG Corp.,[text] [html],15-12G,02/28/2011,7906,/Archives/edgar/data/949268/000113717111000108/0001137171-11-000108-index.htm,0000949268
41,152,1st NRG Corp.,[text] [html],8-K,10/26/2010,175982,/Archives/edgar/data/949268/000113717110000618/0001137171-10-000618-index.htm,0000949268
42,152,1st NRG Corp.,[text] [html],8-K,08/23/2010,8995,/Archives/edgar/data/949268/000113717110000490/0001137171-10-000490-index.htm,0000949268
43,152,1st NRG Corp.,[text] [html],NT 10-K,04/01/2010,16765,/Archives/edgar/data/949268/000113717110000201/0001137171-10-000201-index.htm,0000949268
44,152,1st NRG Corp.,[text] [html],8-K,01/11/2010,25303,/Archives/edgar/data/949268/000113717110000018/0001137171-10-000018-index.htm,0000949268
45,152,1st NRG Corp.,[text] [html],UPLOAD,01/04/2010,35077,/Archives/edgar/data/949268/000000000010000124/0000000000-10-000124-index.htm,0000949268
46,152,1st NRG Corp.,[text] [html],8-K,12/11/2009,209489,/Archives/edgar/data/949268/000113717109000988/0001137171-09-000988-index.htm,0000949268
47,152,1st NRG Corp.,[text] [html],10-K/A,12/09/2009,2255252,/Archives/edgar/data/949268/000113717109000982/0001137171-09-000982-index.htm,0000949268
48,152,1st NRG Corp.,[text] [html],10-Q,11/23/2009,283529,/Archives/edgar/data/949268/000113717109000933/0001137171-09-000933-index.htm,0000949268
49,152,1st NRG Corp.,[text] [html],NT 10-Q,11/16/2009,16918,/Archives/edgar/data/949268/000113717109000915/0001137171-09-000915-index.htm,0000949268
50,152,1st NRG Corp.,[text] [html],CORRESP,11/06/2009,73065,/Archives/edgar/data/949268/000113717109000881/0001137171-09-000881-index.htm,0000949268
51,152,1st NRG Corp.,[text] [html],UPLOAD,11/05/2009,37247,/Archives/edgar/data/949268/000000000009062751/0000000000-09-062751-index.htm,0000949268
52,152,1st NRG Corp.,[text] [html],10-Q,08/18/2009,273749,/Archives/edgar/data/949268/000113717109000660/0001137171-09-000660-index.htm,0000949268
53,152,1st NRG Corp.,[text] [html],NT 10-Q,08/14/2009,16859,/Archives/edgar/data/949268/000113717109000648/0001137171-09-000648-index.htm,0000949268
54,152,1st NRG Corp.,[text] [html],UPLOAD,07/27/2009,40195,/Archives/edgar/data/949268/000000000009040021/0000000000-09-040021-index.htm,0000949268
55,152,1st NRG Corp.,[text] [html],CORRESP,07/22/2009,49081,/Archives/edgar/data/949268/000113717109000572/0001137171-09-000572-index.htm,0000949268
56,152,1st NRG Corp.,[text] [html],CORRESP,07/09/2009,35916,/Archives/edgar/data/949268/000113717109000519/0001137171-09-000519-index.htm,0000949268
57,152,1st NRG Corp.,[text] [html],UPLOAD,06/17/2009,48251,/Archives/edgar/data/949268/000000000009032077/0000000000-09-032077-index.htm,0000949268
58,152,1st NRG Corp.,[text] [html],8-K,06/03/2009,7280,/Archives/edgar/data/949268/000113717109000418/0001137171-09-000418-index.htm,0000949268
59,152,1st NRG Corp.,[text] [html],10-Q,05/20/2009,272807,/Archives/edgar/data/949268/000113717109000386/0001137171-09-000386-index.htm,0000949268
60,152,1st NRG Corp.,[text] [html],NT 10-Q,05/15/2009,16811,/Archives/edgar/data/949268/000113717109000372/0001137171-09-000372-index.htm,0000949268
61,152,1st NRG Corp.,[text] [html],10-K,04/17/2009,1229299,/Archives/edgar/data/949268/000113717109000295/0001137171-09-000295-index.htm,0000949268
62,152,1st NRG Corp.,[text] [html],NT 10-K,03/31/2009,16802,/Archives/edgar/data/949268/000113717109000219/0001137171-09-000219-index.htm,0000949268
63,152,1st NRG Corp.,[text] [html],8-K/A,03/23/2009,8685,/Archives/edgar/data/949268/000113717109000197/0001137171-09-000197-index.htm,0000949268
64,152,1st NRG Corp.,[text] [html],8-K,03/23/2009,8747,/Archives/edgar/data/949268/000113717109000196/0001137171-09-000196-index.htm,0000949268
65,152,1st NRG Corp.,[text] [html],PRE 14C,12/09/2008,29506,/Archives/edgar/data/949268/000113717108001113/0001137171-08-001113-index.htm,0000949268
66,152,1st NRG Corp.,[text] [html],10-Q,11/19/2008,344338,/Archives/edgar/data/949268/000113717108001071/0001137171-08-001071-index.htm,0000949268
67,152,1st NRG Corp.,[text] [html],NT 10-Q,11/17/2008,16731,/Archives/edgar/data/949268/000113717108001049/0001137171-08-001049-index.htm,0000949268
68,152,1st NRG Corp.,[text] [html],8-K,10/24/2008,869557,/Archives/edgar/data/949268/000113717108000982/0001137171-08-000982-index.htm,0000949268
69,152,1st NRG Corp.,[text] [html],10-Q,08/19/2008,335260,/Archives/edgar/data/949268/000113717108000805/0001137171-08-000805-index.htm,0000949268
70,152,1st NRG Corp.,[text] [html],NT 10-Q,08/15/2008,16831,/Archives/edgar/data/949268/000113717108000788/0001137171-08-000788-index.htm,0000949268
71,152,1st NRG Corp.,[text] [html],8-K,07/30/2008,7423,/Archives/edgar/data/949268/000113717108000726/0001137171-08-000726-index.htm,0000949268
72,152,1st NRG Corp.,[text] [html],8-K,06/20/2008,24672,/Archives/edgar/data/949268/000094926808000029/0000949268-08-000029-index.htm,0000949268
73,152,1st NRG Corp.,[text] [html],10-Q/A,06/04/2008,202558,/Archives/edgar/data/949268/000094926808000026/0000949268-08-000026-index.htm,0000949268
74,152,1st NRG Corp.,[text] [html],10-Q,05/19/2008,497459,/Archives/edgar/data/949268/000094926808000024/0000949268-08-000024-index.htm,0000949268
75,152,1st NRG Corp.,[text] [html],NT 10-Q,05/15/2008,29097,/Archives/edgar/data/949268/000094926808000017/0000949268-08-000017-index.htm,0000949268
76,152,1st NRG Corp.,[text] [html],NT 10-Q,05/15/2008,28902,/Archives/edgar/data/949268/000094926808000018/0000949268-08-000018-index.htm,0000949268
77,152,1st NRG Corp.,[text] [html],NT 10-K,05/15/2008,29097,/Archives/edgar/data/949268/000094926808000016/0000949268-08-000016-index.htm,0000949268
78,152,1st NRG Corp.,[text] [html],10KSB,04/15/2008,333791,/Archives/edgar/data/949268/000094926808000014/0000949268-08-000014-index.htm,0000949268
79,152,1st NRG Corp.,[text] [html],NT 10-K,03/31/2008,29273,/Archives/edgar/data/949268/000094926808000011/0000949268-08-000011-index.htm,0000949268
80,152,1st NRG Corp.,[text] [html],8-K,02/08/2008,18294,/Archives/edgar/data/949268/000094926808000002/0000949268-08-000002-index.htm,0000949268
81,152,1st NRG Corp.,[text] [html],10QSB,11/14/2007,235233,/Archives/edgar/data/949268/000113717107001508/0001137171-07-001508-index.htm,0000949268
82,152,1st NRG Corp.,[text] [html],10QSB,08/20/2007,241356,/Archives/edgar/data/949268/000113717107001138/0001137171-07-001138-index.htm,0000949268
83,152,1st NRG Corp.,[text] [html],NT 10-Q,08/15/2007,15143,/Archives/edgar/data/949268/000113717107001113/0001137171-07-001113-index.htm,0000949268
84,241,1STOPSALE COM HOLDINGS INC,[text] [html],SC 14F1/A,10/02/2001,159606,/Archives/edgar/data/1099358/000103883801500429/0001038838-01-500429-index.htm,0001099358
85,152,1STOPSALE COM HOLDINGS INC,[text] [html],8-K,10/02/2001,220478,/Archives/edgar/data/1099358/000103883801500428/0001038838-01-500428-index.htm,0001099358
86,241,1STOPSALE COM HOLDINGS INC,[text] [html],SC 14F1,09/19/2001,158707,/Archives/edgar/data/1099358/000103883801500391/0001038838-01-500391-index.htm,0001099358
87,152,1STOPSALE COM HOLDINGS INC,[text] [html],SC 13G/A,08/31/2001,9155,/Archives/edgar/data/1099358/000111924901500026/0001119249-01-500026-index.htm,0001099358
88,152,1STOPSALE COM HOLDINGS INC,[text] [html],4,08/31/2001,11477,/Archives/edgar/data/1099358/000111924901500027/0001119249-01-500027-index.htm,0001099358
89,152,1STOPSALE COM HOLDINGS INC,[text] [html],SC 13D,08/29/2001,32656,/Archives/edgar/data/1099358/000103883801500364/0001038838-01-500364-index.htm,0001099358
90,152,1STOPSALE COM HOLDINGS INC,[text] [html],8-K,08/21/2001,42529,/Archives/edgar/data/1099358/000103883801500331/0001038838-01-500331-index.htm,0001099358
91,241,1STOPSALE COM HOLDINGS INC,[text] [html],SC 14F1,08/21/2001,15190,/Archives/edgar/data/1099358/000103883801500330/0001038838-01-500330-index.htm,0001099358
92,152,1STOPSALE COM HOLDINGS INC,[text] [html],10QSB,08/13/2001,22690,/Archives/edgar/data/1099358/000109935801500007/0001099358-01-500007-index.htm,0001099358
93,152,1STOPSALE COM HOLDINGS INC,[text] [html],10QSB/A,05/16/2001,26056,/Archives/edgar/data/1099358/000109935801500006/0001099358-01-500006-index.htm,0001099358
94,152,1STOPSALE COM HOLDINGS INC,[text] [html],10QSB,05/14/2001,25917,/Archives/edgar/data/1099358/000109935801500005/0001099358-01-500005-index.htm,0001099358
95,152,1STOPSALE COM HOLDINGS INC,[text] [html],8-K,04/23/2001,29086,/Archives/edgar/data/1099358/000109935801500004/0001099358-01-500004-index.htm,0001099358
96,152,1STOPSALE COM HOLDINGS INC,[text] [html],10KSB,03/30/2001,80336,/Archives/edgar/data/1099358/000109935801500003/0001099358-01-500003-index.htm,0001099358
97,152,1STOPSALE COM HOLDINGS INC,[text] [html],SC 13G,01/17/2001,8615,/Archives/edgar/data/1099358/000111924901000001/0001119249-01-000001-index.htm,0001099358
98,152,1STOPSALE COM HOLDINGS INC,[text] [html],5,01/17/2001,11073,/Archives/edgar/data/1099358/000111924901000002/0001119249-01-000002-index.htm,0001099358
99,152,1STOPSALE COM HOLDINGS INC,[text] [html],10QSB,11/13/2000,27020,/Archives/edgar/data/1099358/000109935800000018/0001099358-00-000018-index.htm,0001099358
100,152,1STOPSALE COM HOLDINGS INC,[text] [html],8-K,10/02/2000,5878,/Archives/edgar/data/1099358/000109935800000017/0001099358-00-000017-index.htm,0001099358
0,152,1STOPSALE COM HOLDINGS INC,[text] [html],8-K,10/02/2000,5878,/Archives/edgar/data/1099358/000109935800000017/0001099358-00-000017-index.htm,0001099358
1,152,1STOPSALE COM HOLDINGS INC,[text] [html],8-K,09/28/2000,3610,/Archives/edgar/data/1099358/000109935800000016/0001099358-00-000016-index.htm,0001099358
2,152,1STOPSALE COM HOLDINGS INC,[text] [html],8-K,09/21/2000,3645,/Archives/edgar/data/1099358/000109935800000015/0001099358-00-000015-index.htm,0001099358
3,152,1STOPSALE COM HOLDINGS INC,[text] [html],3,09/13/2000,7041,/Archives/edgar/data/1099358/000111924900000001/0001119249-00-000001-index.htm,0001099358
4,152,1STOPSALE COM HOLDINGS INC,[text] [html],8-A12G,09/12/2000,8943,/Archives/edgar/data/1099358/000109935800000014/0001099358-00-000014-index.htm,0001099358
