Name,Industry,Ticker,Total,Governance,Social,Environment,Date
Pioneer Natural Resources Co.,Energy,PXD US Equity,55.4,68.8,52.7,39.8,Sep-13
Pirelli & C. SpA,Consumer Discretionary,PPAMF US Equity,87.8,88.1,75.0,100.0,Sep-13
Polski Koncern Naftowy Orlen SA,Energy,PSKOF US Equity,75.3,81.3,82.9,60.0,Sep-13
Polskie Gornictwo Naftowe I Gazownictwo SA,Energy,POGWF US Equity,59.2,50.0,56.5,75.0,Sep-13
Polymetal International Plc,Materials,POYYF US Equity,40.0,47.3,50.6,21.4,Sep-13
Porsche Automobil Holding SE,Consumer Discretionary,POAHF US Equity,44.6,31.1,74.8,41.3,Sep-13
Portugal Telecom SGPS SA,Telecommunication Services,PTGXF US Equity,67.8,76.5,72.5,50.0,Sep-13
Powszechna Kasa Oszczednosci Bank Polski SA,Financials,PSZKF US Equity,35.0,20.0,90.0,0.0,Sep-13
Powszechny Zaklad Ubezpieczen Spolka Akcyjna,Financials,PWZYF US Equity,54.1,39.8,90.0,0.0,Sep-13
Praxair Inc.,Materials,PX US Equity,82.9,96.0,83.0,73.6,Sep-13
Premier Oil plc,Energy,PMOIF US Equity,58.1,51.3,59.0,62.5,Sep-13
ProSiebenSat.1 Media AG,Consumer Discretionary,PSM VX Equity,42.4,40.0,64.4,5.0,Sep-13
Provident Financial plc,Financials,FPLPF US Equity,50.6,25.0,100.0,80.0,Sep-13
Prudential plc,Financials,PUKPF US Equity,50.7,51.0,66.7,0.0,Sep-13
PSA Peugeot Citroen,Consumer Discretionary,PEUGF US Equity,75.3,78.8,82.3,61.3,Sep-13
Publicis Groupe SA,Consumer Discretionary,PGPEF US Equity,44.9,85.0,36.9,19.0,Sep-13
"QEP Resources, Inc.",Energy,QEP US Equity,52.5,66.3,49.9,36.0,Sep-13
QUALCOMM Incorporated,Information Technology,QCOM US Equity,73.2,99.7,41.7,83.3,Sep-13
Raiffeisen Bank International AG,Financials,RAIFF US Equity,54.5,45.6,66.3,100.0,Sep-13
Randgold Resources Limited,Materials,RGORF US Equity,73.6,66.7,90.0,60.7,Sep-13
Range Resources Corporation,Energy,RRC US Equity,57.0,74.9,53.5,36.0,Sep-13
Reckitt Benckiser Group plc,Consumer Staples,RBGPF US Equity,58.7,63.8,52.5,55.6,Sep-13
Red Electrica Corporacion S A.,Utilities,REE LN Equity,71.2,87.5,77.3,37.5,Sep-13
Reed Elsevier plc,Consumer Discretionary,RLXXF US Equity,66.3,100.0,50.6,61.0,Sep-13
Remy Cointreau,Consumer Staples,REMYF US Equity,53.4,58.3,66.7,47.2,Sep-13
Renault SA,Consumer Discretionary,RNSDF US Equity,74.9,78.1,82.3,61.3,Sep-13
Repsol YPF SA,Energy,REPYF US Equity,80.1,75.4,88.2,70.0,Sep-13
Resolution Limited,Financials,RSLLF US Equity,52.7,53.9,66.7,0.0,Sep-13
Rexel SA,Industrials,RXLSF US Equity,58.3,73.8,30.0,60.7,Sep-13
Rio Tinto Ltd.,Materials,RTNTF US Equity,80.7,96.5,76.9,71.4,Sep-13
Roche Holding AG,Health Care,RHHVF US Equity,72.3,90.7,50.8,100.0,Sep-13
Rolls Royce Holdings plc,Industrials,RYCEF US Equity,72.8,79.4,74.5,75.0,Sep-13
Rosneft Oil Company,Energy,OJSCF US Equity,47.7,35.0,64.9,30.0,Sep-13
Rowan Companies Inc.,Energy,RDC US Equity,65.0,82.5,72.2,35.6,Sep-13
Royal Dutch Shell plc,Energy,RYDAF US Equity,76.2,80.0,76.7,69.0,Sep-13
Royal KPN N.V.,Telecommunication Services,KKPNF US Equity,75.4,88.0,63.1,80.0,Sep-13
RSA Insurance Group plc,Financials,RSA VX Equity,63.8,61.7,83.0,25.0,Sep-13
Rubis SA,Utilities,RUBF IX Equity,65.6,100.0,75.0,0.0,Sep-13
RWE AG,Utilities,RWNFF US Equity,62.4,75.7,82.5,12.5,Sep-13
SABMiller plc,Consumer Staples,SBWRF US Equity,52.7,54.2,86.7,42.6,Sep-13
"Sacyr Vallehermoso, S.A.",Industrials,SYRVF US Equity,41.8,60.0,57.0,18.8,Sep-13
Safran SA,Industrials,SAFRF US Equity,56.5,64.4,62.0,50.0,Sep-13
Saft Groupe S.A.,Industrials,SGPEF US Equity,52.8,76.1,45.0,34.4,Sep-13
Sage Group plc,Information Technology,SGGEF US Equity,47.0,96.0,33.3,6.3,Sep-13
Saint-Gobain,Industrials,CODGF US Equity,80.2,83.3,79.8,78.1,Sep-13
Saipem SpA,Energy,SPEM FP Equity,63.5,52.5,83.9,50.0,Sep-13
Salesforce.com,Information Technology,CRM US Equity,50.7,92.0,33.3,25.0,Sep-13
Salzgitter AG,Materials,SZGPF US Equity,40.0,60.0,55.0,5.0,Sep-13
Sandvik AB,Industrials,SDVKF US Equity,75.5,76.3,84.8,67.9,Sep-13
Sanofi,Health Care,SNYNF US Equity,76.8,82.0,70.8,100.0,Sep-13
SAP AG,Information Technology,SAPGF US Equity,73.3,99.8,70.8,43.8,Sep-13
Sberbank,Financials,AKSJF US Equity,39.9,20.0,89.5,40.0,Sep-13
SBM Offshore N.V.,Energy,SBFFF US Equity,68.5,92.5,58.8,53.6,Sep-13
Scania AB,Industrials,SVKBF US Equity,62.3,75.6,48.0,57.1,Sep-13
Schlumberger Limited,Energy,SLB US Equity,71.2,91.3,66.6,54.3,Sep-13
Schneider Electric S.A.,Industrials,SBGSF US Equity,75.4,71.1,78.0,78.1,Sep-13
Schroders plc,Financials,SHNWF US Equity,58.0,61.7,66.3,0.0,Sep-13
Scor Se,Financials,SZCRF US Equity,61.8,64.3,66.7,25.0,Sep-13
SeaDrill Limited,Energy,9999998D US Equity,54.8,75.0,54.4,32.1,Sep-13
SEB SA,Consumer Discretionary,SEBYF US Equity,67.2,72.0,71.9,55.0,Sep-13
SEGRO plc,Financials,SEGXF US Equity,68.8,93.3,87.5,37.1,Sep-13
"Semafo, Inc.",Materials,SEMFF US Equity,62.3,66.7,67.0,50.0,Sep-13
"SES, S.A.",Consumer Discretionary,SGBAF US Equity,49.2,65.0,55.6,22.0,Sep-13
Severn Trent Plc,Utilities,SVTRF US Equity,59.9,68.3,58.0,50.0,Sep-13
SGS SA,Industrials,SGSOF US Equity,68.4,87.5,30.0,75.0,Sep-13
Shire plc,Health Care,SHPGF US Equity,77.2,93.4,58.3,100.0,Sep-13
Siemens AG,Industrials,SMAWF US Equity,79.5,84.9,48.0,93.8,Sep-13
Silic SA,Financials,SLCIF US Equity,51.7,66.7,100.0,16.3,Sep-13
Skandinaviska Enskilda Banken AB,Financials,SVKEF US Equity,72.3,70.0,76.7,80.0,Sep-13
SKF AB,Industrials,SKUFF US Equity,75.7,59.4,97.8,78.6,Sep-13
SM Energy Company,Energy,SM US Equity,56.6,74.8,54.0,45.0,Sep-13
Smith & Nephew plc,Health Care,SNNUF US Equity,77.2,85.6,67.5,100.0,Sep-13
Smiths Group plc,Industrials,SMGKF US Equity,70.7,82.5,55.0,68.8,Sep-13
Snam SpA,Utilities,SNMRF US Equity,56.8,67.3,80.0,6.3,Sep-13
"Societe BIC, S.A.",Industrials,BICEF US Equity,67.4,69.4,60.0,70.8,Sep-13
Sodexo S.A.,Consumer Discretionary,SDXOF US Equity,60.3,80.0,54.4,50.0,Sep-13
Software AG,Information Technology,SOW PZ Equity,55.3,96.0,50.0,12.5,Sep-13
Solocal Group SA,Consumer Discretionary,PGJUF US Equity,46.5,72.0,49.8,15.0,Sep-13
Sonova Holding AG,Health Care,SONVF US Equity,72.3,76.4,67.5,100.0,Sep-13
Southwestern Energy Co.,Energy,SWN US Equity,53.9,70.5,49.9,36.0,Sep-13
SSAB AB,Materials,SSAAF US Equity,47.0,57.0,48.0,36.0,Sep-13
SSE plc,Utilities,SSEZF US Equity,56.9,84.2,63.3,6.3,Sep-13
Standard Chartered PLC,Financials,SCBFF US Equity,73.4,75.0,59.7,100.0,Sep-13
Standard Life plc,Financials,SL/ VX Equity,63.8,72.2,60.0,0.0,Sep-13
Statoil ASA,Energy,STOHF US Equity,83.0,77.3,85.7,86.0,Sep-13
STMicroelectronics NV,Information Technology,STMEF US Equity,75.8,92.0,100.0,50.0,Sep-13
Subsea 7 SA,Energy,ACGYF US Equity,63.5,65.6,61.1,64.3,Sep-13
Suez Environnement Company SA,Utilities,SZEVF US Equity,57.4,83.3,57.3,18.8,Sep-13
Surgutneftegaz,Energy,JSUGF US Equity,52.8,50.0,55.0,50.0,Sep-13
Svenska Handelsbanken AB,Financials,SVHA VX Equity,60.8,55.6,83.3,40.0,Sep-13
Swatch Group AG,Consumer Discretionary,SWGAF US Equity,42.4,66.0,44.8,20.8,Sep-13
Swedbank AB,Financials,SWDBF US Equity,68.8,75.0,60.0,40.0,Sep-13
Swedish Match AB,Consumer Staples,SWMAF US Equity,71.3,83.3,66.7,65.9,Sep-13
Swiss Re Ltd,Financials,SSREF US Equity,74.8,80.4,66.3,50.0,Sep-13
Swisscom AG,Telecommunication Services,SWZCF US Equity,76.8,93.3,68.6,70.0,Sep-13
Syngenta AG,Materials,SYENF US Equity,66.5,76.0,78.0,51.4,Sep-13
Talisman Energy Inc.,Energy,TLM US Equity,78.9,84.9,85.0,56.0,Sep-13
Tata Consultancy Services Limited,Information Technology,TACSF US Equity,78.6,62.5,100.0,62.5,Sep-13
Tate & Lyle plc,Consumer Staples,TATYF US Equity,48.6,83.3,59.7,26.7,Sep-13
Tauron Polska Energia SA,Utilities,TPE PW Equity,53.0,66.7,66.3,12.5,Sep-13
Technip,Energy,TNHPF US Equity,81.5,93.8,75.9,74.9,Sep-13
Telecom Italia SpA,Telecommunication Services,TIAOF US Equity,71.7,73.2,78.0,60.0,Sep-13
Telekom Austria AG,Telecommunication Services,TKMAF US Equity,74.2,93.3,78.1,45.0,Sep-13
Telekomunikacja Polska SA,Telecommunication Services,PTTWF US Equity,69.1,60.0,95.0,50.0,Sep-13
Telenet Group Holding NV,Telecommunication Services,TLGHF US Equity,68.1,66.7,99.8,37.5,Sep-13
Telenor ASA,Telecommunication Services,TELNF US Equity,74.2,96.7,63.0,65.0,Sep-13
Teleperformance,Industrials,TLPFF US Equity,34.1,45.0,50.0,12.5,Sep-13
TeliaSonera AB,Telecommunication Services,TLSNF US Equity,64.1,91.7,55.4,45.0,Sep-13
Temenos Group AG,Information Technology,TMNSF US Equity,71.4,100.0,66.7,50.0,Sep-13
TERNA - Rete Elettrica Nazionale Società per Azioni,Utilities,TERRF US Equity,59.4,83.3,66.7,12.5,Sep-13
Tesco PLC,Consumer Staples,TSCDF US Equity,66.0,85.0,50.0,71.7,Sep-13
TF1 Group,Consumer Discretionary,TVFCF US Equity,55.7,60.0,66.4,32.0,Sep-13
Thales,Industrials,THLEF US Equity,73.4,72.2,99.5,81.3,Sep-13
The Linde Group,Materials,LNAGF US Equity,70.3,82.0,68.0,63.6,Sep-13
The Royal Bank of Scotland Group plc,Financials,RBSPF US Equity,60.8,64.4,43.3,80.0,Sep-13
The Weir Group PLC,Industrials,WEIGF US Equity,65.5,76.3,70.0,50.0,Sep-13
ThyssenKrupp AG,Materials,TYEKF US Equity,61.7,82.0,51.0,52.0,Sep-13
Total SA,Energy,TTFNF US Equity,72.0,81.1,66.8,69.0,Sep-13
TUI AG,Consumer Discretionary,TUIFF US Equity,65.8,91.0,59.9,50.0,Sep-13
Tullett Prebon plc,Financials,TULLF US Equity,40.6,25.0,100.0,0.0,Sep-13
Tullow Oil plc,Energy,TUWLF US Equity,75.9,81.8,74.5,69.8,Sep-13
Turkiye Garanti Bankasi AS,Financials,TKGBF US Equity,56.9,35.0,90.0,100.0,Sep-13
Türkiye Halk Bankasi A.S.,Financials,THBIF US Equity,47.5,20.0,90.0,100.0,Sep-13
Turkiye Is Bankasi AS,Financials,TYIBF US Equity,38.1,25.0,90.0,0.0,Sep-13
Türkiye Vakýflar Bankasý T.A.O.,Financials,TKYVF US Equity,35.0,20.0,90.0,0.0,Sep-13
TVN S.A.,Consumer Discretionary,TVNWF US Equity,34.7,82.0,27.8,0.0,Sep-13
UBS AG,Financials,OUBSF US Equity,63.1,72.2,43.3,40.0,Sep-13
UCB SA,Health Care,UCBJF US Equity,73.0,85.7,58.2,100.0,Sep-13
Unibail-Rodamco SE,Financials,1649599D US Equity,89.9,100.0,100.0,75.5,Sep-13
UniCredit S.p.A.,Financials,UCG PZ Equity,65.2,55.4,83.0,100.0,Sep-13
Unilever plc,Consumer Staples,UNLYF US Equity,85.9,99.8,76.7,80.8,Sep-13
Unione di Banche Italiane Scpa,Financials,BPPUF US Equity,62.3,45.6,100.0,100.0,Sep-13
United Utilities Group PLC,Utilities,UUGWF US Equity,63.8,84.2,65.0,31.3,Sep-13
Vale S.A.,Materials,RIODF US Equity,63.3,40.0,58.0,92.0,Sep-13
Valeo SA,Consumer Discretionary,VAE LN Equity,75.9,84.4,63.8,71.3,Sep-13
Vallourec SA,Industrials,VLOUF US Equity,67.4,81.3,59.8,57.1,Sep-13
Vedanta Resources plc,Materials,VDNRF US Equity,48.5,37.3,58.8,46.4,Sep-13
Veolia Environnement S.A.,Utilities,VEOEF US Equity,81.8,99.8,51.7,100.0,Sep-13
Vestas Wind Systems A/S,Industrials,VWSYF US Equity,80.2,70.5,94.0,81.3,Sep-13
Vicat SA,Materials,SDCIF US Equity,38.1,64.2,45.0,10.7,Sep-13
Vilmorin Clause & Cie SA,Consumer Staples,VLMFF US Equity,50.0,33.3,100.0,40.0,Sep-13
VINCI S.A.,Industrials,VCISF US Equity,56.6,80.0,39.0,50.0,Sep-13
Viscofan SA,Consumer Staples,VSCFF US Equity,50.0,66.7,100.0,20.0,Sep-13
Vivendi,Telecommunication Services,VIVEF US Equity,67.1,89.2,81.3,18.0,Sep-13
Vodafone Group plc,Telecommunication Services,VOD VX Equity,71.8,93.3,56.9,70.0,Sep-13
Voestalpine AG,Materials,VLPNF US Equity,34.0,50.0,35.0,17.0,Sep-13
Volkswagen AG,Consumer Discretionary,VLKAF US Equity,77.1,72.4,95.0,68.8,Sep-13
Vossloh AG,Industrials,VOSSF US Equity,40.8,59.4,43.0,17.9,Sep-13
VTB Bank,Financials,VTBR LI Equity,35.0,16.0,100.0,0.0,Sep-13
Weatherford International Ltd.,Energy,WH4 GR Equity,60.4,78.6,60.0,40.0,Sep-13
Wendel,Industrials,WNDLF US Equity,46.4,61.1,54.0,26.9,Sep-13
Wereldhave NV,Financials,WRDEF US Equity,40.9,58.3,50.0,20.7,Sep-13
Whitbread plc,Consumer Discretionary,WTBCF US Equity,68.3,85.0,60.0,65.0,Sep-13
William Demant Holding A/S,Health Care,WDH GR Equity,55.2,56.1,54.2,100.0,Sep-13
Wipro Ltd.,Information Technology,WPRO IN Equity,85.7,100.0,66.7,100.0,Sep-13
Wolters Kluwer NV,Consumer Discretionary,WTRWF US Equity,48.7,80.0,44.4,25.0,Sep-13
WPP plc,Consumer Discretionary,WPPGF US Equity,68.6,96.0,69.3,40.0,Sep-13
Yapi Ve Kredi Bankasi AS,Financials,YVKBF US Equity,35.0,20.0,90.0,0.0,Sep-13
Yara International ASA,Materials,YRAIF US Equity,52.6,79.8,54.0,32.1,Sep-13
Ziggo N.V,Telecommunication Services,ZIGGF US Equity,50.0,66.7,81.3,6.3,Sep-13
Zodiac Aerospace SA,Industrials,ZODFF US Equity,56.3,63.9,62.5,25.0,Sep-13
Zurich Insurance Group AG,Financials,ZFSVF US Equity,73.3,80.4,59.7,50.0,Sep-13
3i Group plc,Financials,TGOPF US Equity,65.4,72.2,66.7,0.0,Feb-13
Aareal Bank AG,Financials,AAALF US Equity,44.2,30.6,100.0,0.0,Feb-13
AB Volvo,Industrials,VOLVF US Equity,71.5,78.8,63.0,70.0,Feb-13
ABB Ltd.,Industrials,ABLZF US Equity,68.5,88.8,68.0,52.5,Feb-13
Abertis Infraestructuras S.A.,Industrials,ABFOF US Equity,52.3,42.0,60.0,55.0,Feb-13
Accenture plc,Information Technology,ACN US Equity,67.2,100.0,54.2,50.0,Feb-13
Acerinox SA,Materials,ANIOF US Equity,31.3,46.0,29.0,20.8,Feb-13
"Actividades de Construccion y Servicios, S.A.",Industrials,ACSAF US Equity,53.0,60.0,55.0,47.2,Feb-13
AEGON N.V.,Financials,AEGOF US Equity,77.5,90.0,50.0,62.5,Feb-13
Ageas SA/NV,Financials,FORT VX Equity,52.5,56.7,66.7,12.5,Feb-13
Air France-KLM,Industrials,AFRAF US Equity,60.3,64.0,62.5,55.8,Feb-13
Air Products & Chemicals Inc.,Materials,APD US Equity,61.9,80.0,68.0,46.9,Feb-13
Aixtron SE,Information Technology,AIXXF US Equity,39.2,77.0,62.5,0.0,Feb-13
Akzo Nobel NV,Materials,AKU GR Equity,87.2,96.0,78.0,87.5,Feb-13
"Alcatel-Lucent, S.A.",Information Technology,ALALF US Equity,74.0,76.7,66.7,83.3,Feb-13
Allianz SE,Financials,ALIZF US Equity,79.6,90.0,60.0,62.5,Feb-13
Alstom SA,Industrials,AOMFF US Equity,67.6,87.5,71.0,50.0,Feb-13
AMEC PLC,Energy,AMCBF US Equity,77.4,76.3,97.2,56.3,Feb-13
Anadarko Petroleum Corporation,Energy,APC US Equity,52.0,63.8,53.6,33.3,Feb-13
Anglo American plc,Materials,AAUKF US Equity,82.7,100.0,80.6,71.9,Feb-13
AngloGold Ashanti Ltd.,Materials,AULGF US Equity,52.5,93.3,39.4,35.0,Feb-13
Anheuser-Busch Inbev,Consumer Staples,AHBIF US Equity,48.4,50.0,86.7,38.0,Feb-13
Antofagasta plc,Materials,ANFGF US Equity,55.2,45.8,56.3,61.3,Feb-13
Apache Corp.,Energy,APA US Equity,55.0,70.0,50.9,42.5,Feb-13
Aperam,Materials,APMSF US Equity,35.9,61.0,49.0,4.2,Feb-13
Apple Inc.,Information Technology,AAPL US Equity,77.7,90.0,62.5,83.3,Feb-13
ArcelorMittal,Materials,MT VX Equity,69.1,96.0,63.0,51.7,Feb-13
Areva S.A.,Industrials,ARVCF US Equity,61.5,71.9,48.0,60.0,Feb-13
Arkema S.A.,Materials,ARKAF US Equity,51.7,76.0,40.0,43.8,Feb-13
ARM Holdings plc,Information Technology,ARMHF US Equity,71.5,96.0,100.0,41.7,Feb-13
ARYZTA AG,Consumer Staples,ARZTF US Equity,32.1,35.0,66.7,22.1,Feb-13
ASML Holding NV,Information Technology,ASML VX Equity,81.2,96.0,100.0,62.5,Feb-13
Assa Abloy AB,Industrials,ASS LN Equity,54.0,50.8,70.0,47.2,Feb-13
Assicurazioni Generali SpA,Financials,ARZGF US Equity,72.5,76.1,60.0,75.0,Feb-13
Associated British Foods plc,Consumer Staples,ASBFF US Equity,48.8,55.8,76.7,38.2,Feb-13
AstraZeneca PLC,Health Care,AZNCF US Equity,81.5,85.7,76.7,100.0,Feb-13
Atlantia SpA,Industrials,ATASF US Equity,51.7,60.0,60.0,35.0,Feb-13
Atlas Copco Group,Industrials,ACOA VX Equity,76.3,81.9,90.0,65.0,Feb-13
Atos S.A.,Information Technology,AEXAF US Equity,58.1,96.0,45.8,35.0,Feb-13
"Autoliv, Inc.",Consumer Discretionary,ALV US Equity,71.9,85.6,51.3,65.0,Feb-13
Aviva plc,Financials,AIVAF US Equity,86.1,97.8,66.7,62.5,Feb-13
Axel Springer AG,Consumer Discretionary,AXELF US Equity,52.6,56.0,61.1,34.0,Feb-13
BAE Systems plc,Industrials,BAESF US Equity,73.8,94.4,65.0,55.0,Feb-13
Baker Hughes Incorporated,Energy,BHI US Equity,74.2,88.1,80.6,53.1,Feb-13
Banca Monte dei Paschi di Siena SpA,Financials,BPS LN Equity,54.6,36.7,100.0,80.0,Feb-13
"Banco Bilbao Vizcaya Argentaria, S.A.",Financials,BBVXF US Equity,74.6,71.1,76.7,100.0,Feb-13
"Banco de Sabadell, S.A.",Financials,BNDSF US Equity,57.3,45.0,100.0,40.0,Feb-13
Banco Espirito Santo SA,Financials,BKESF US Equity,43.1,42.2,60.0,0.0,Feb-13
Banco Popolare Societa Cooperativa Scarl,Financials,BP VX Equity,49.6,33.9,100.0,40.0,Feb-13
"Banco Santander, S.A.",Financials,3195587Q US Equity,42.7,42.8,43.3,40.0,Feb-13
"Banco Santander, S.A. - IDB",Financials,3195587Q US Equity,59.2,61.1,60.0,40.0,Feb-13
"Bankinter, S.A.",Financials,BKIMF US Equity,52.3,45.6,76.7,40.0,Feb-13
Barclays PLC,Financials,BCLYF US Equity,60.0,67.8,43.3,40.0,Feb-13
Barry Callebaut AG,Consumer Staples,BYCBF US Equity,56.7,50.0,66.7,57.5,Feb-13
BASF SE,Materials,BFFAF US Equity,64.2,81.0,50.0,62.5,Feb-13
Bayer AG,Health Care,BAYZF US Equity,66.5,80.0,50.8,100.0,Feb-13
Beiersdorf AG,Consumer Staples,BDRFF US Equity,69.9,79.8,50.0,67.0,Feb-13
Belgacom SA,Telecommunication Services,BGAOF US Equity,72.4,87.5,75.0,50.0,Feb-13
BG Group plc,Energy,BRGXF US Equity,75.6,79.4,80.0,62.5,Feb-13
bioMerieux S.A.,Health Care,BIM QM Equity,71.9,65.7,79.2,100.0,Feb-13
BMW Group,Consumer Discretionary,BAMXF US Equity,84.6,93.8,95.0,68.1,Feb-13
BNP Paribas,Financials,BNPQF US Equity,75.8,83.9,43.3,100.0,Feb-13
Boeing Co.,Industrials,BA US Equity,74.1,90.0,50.0,70.0,Feb-13
"Bombardier, Inc.",Industrials,BDRBF US Equity,82.4,88.9,75.0,70.0,Feb-13
Bouygues SA,Industrials,BOUYF US Equity,52.5,66.7,75.0,30.6,Feb-13
BP PLC,Energy,BPAQF US Equity,68.4,65.6,73.6,62.5,Feb-13
British American Tobacco plc,Consumer Staples,BTAFF US Equity,62.1,75.0,76.7,52.1,Feb-13
British Land Co. plc,Financials,BRLAF US Equity,77.0,75.8,87.5,71.9,Feb-13
Broadcom Corp.,Information Technology,BRCM US Equity,61.9,96.0,62.5,33.3,Feb-13
BT Group plc,Telecommunication Services,BTGOF US Equity,77.9,87.5,69.4,80.0,Feb-13
Bureau Veritas SA,Industrials,BVRDF US Equity,55.0,79.4,33.3,47.8,Feb-13
Cabot Oil & Gas Corporation,Energy,COG US Equity,52.4,68.8,55.5,25.0,Feb-13
Cairn Energy plc,Energy,CRNZF US Equity,71.6,79.4,86.4,34.2,Feb-13
"CaixaBank, S.A.",Financials,CIXPF US Equity,68.8,57.2,93.3,100.0,Feb-13
Cameron International Corporation,Energy,CAM US Equity,62.0,82.5,68.3,34.4,Feb-13
Canadian Natural Resources Limited,Energy,CNQ US Equity,63.4,66.9,67.7,50.8,Feb-13
Cap Gemini S.A.,Information Technology,CAPMF US Equity,45.9,82.0,37.5,20.0,Feb-13
Capital Shopping Centres Group PLC,Financials,CCRGF US Equity,65.0,64.2,62.5,67.1,Feb-13
Carlsberg A/S,Consumer Staples,CABJF US Equity,61.8,63.3,70.0,59.1,Feb-13
Cenovus Energy Inc.,Energy,CVE US Equity,77.6,76.3,88.6,59.2,Feb-13
Centrica plc,Utilities,CPYYF US Equity,61.3,79.2,80.0,6.3,Feb-13
Chevron Corporation,Energy,CVX US Equity,55.4,64.4,54.1,45.8,Feb-13
Cimarex Energy Co.,Energy,XEC US Equity,53.2,72.5,50.0,33.3,Feb-13
Clariant AG,Materials,CLZNF US Equity,63.9,70.0,75.0,53.1,Feb-13
Cobham plc,Industrials,CBHMF US Equity,72.6,81.7,50.0,60.0,Feb-13
Coca-Cola Enterprises Inc.,Consumer Staples,9876641D US Equity,65.7,83.3,70.0,55.7,Feb-13
Coca-Cola Hellenic Bottling Company S.A.,Consumer Staples,EEEK GA Equity,59.3,36.7,100.0,60.4,Feb-13
Cofinimmo S.A.,Financials,CFMOF US Equity,32.4,35.0,50.0,20.0,Feb-13
Commerzbank AG,Financials,CBKG AV Equity,56.9,42.2,93.3,80.0,Feb-13
Compagnie Generale de Geophysique-Veritas,Energy,GA NQ Equity,82.6,100.0,93.3,53.1,Feb-13
Compagnie Generale DES Etablissements Michelin SCA,Consumer Discretionary,MGDDF US Equity,80.9,81.3,90.0,71.3,Feb-13
"Concho Resources, Inc.",Energy,CXO US Equity,54.6,68.8,55.9,33.3,Feb-13
ConocoPhillips,Energy,COP US Equity,72.2,70.6,81.4,57.5,Feb-13
Continental AG,Consumer Discretionary,CTTAF US Equity,74.4,75.6,81.3,65.0,Feb-13
Continental Resources Inc.,Energy,CLR US Equity,53.6,68.8,53.6,33.3,Feb-13
Corio NV,Financials,CRIOF US Equity,43.5,50.0,75.0,20.0,Feb-13
Credit Agricole S.A.,Financials,CRARF US Equity,71.2,76.1,53.3,80.0,Feb-13
Credit Suisse Group,Financials,CSGKF US Equity,78.1,79.4,66.7,100.0,Feb-13
CRH plc,Materials,CRHCF US Equity,66.6,96.7,54.0,53.6,Feb-13
Daimler AG,Consumer Discretionary,DDAIF US Equity,65.8,68.8,88.8,49.4,Feb-13
Danone,Consumer Staples,GPDNF US Equity,65.8,70.8,60.0,64.8,Feb-13
Danske Bank A/S,Financials,DNSKF US Equity,65.4,60.0,76.7,80.0,Feb-13
Dassault Systemes SA,Information Technology,DASTF US Equity,56.3,85.0,58.3,25.0,Feb-13
Delta Lloyd N.V.,Financials,DLLLF US Equity,73.9,92.2,60.0,12.5,Feb-13
Deutsche Bank AG,Financials,DB US Equity,67.7,66.7,60.0,100.0,Feb-13
Deutsche Euroshop AG,Financials,DUSCF US Equity,32.8,50.0,50.0,8.3,Feb-13
Deutsche Telekom AG,Telecommunication Services,DTEGF US Equity,73.4,69.2,75.6,75.0,Feb-13
Devon Energy Corporation,Energy,DVN US Equity,56.2,70.0,53.6,42.5,Feb-13
Diageo plc,Consumer Staples,DGEAF US Equity,75.1,83.3,93.3,66.4,Feb-13
DnB ASA,Financials,DNBHF US Equity,76.5,80.6,76.7,40.0,Feb-13
Drax Group plc.,Utilities,DRXGF US Equity,63.1,80.8,83.3,6.3,Feb-13
E.ON AG,Utilities,ENAKF US Equity,58.1,83.3,67.5,6.3,Feb-13
Edenred,Industrials,EDNMF US Equity,40.2,65.6,37.5,19.4,Feb-13
EDP Renovaveis,Utilities,EDRVF US Equity,60.0,67.5,59.2,50.0,Feb-13
"EDP-Energias de Portugal, S.A.",Utilities,ELCPF US Equity,73.1,70.8,95.0,43.8,Feb-13
Eiffage SA,Industrials,EFGSF US Equity,45.8,80.0,37.0,27.8,Feb-13
Electricite de France SA,Utilities,ECIFF US Equity,66.3,90.0,65.8,31.3,Feb-13
Enagas SA,Utilities,ENGGF US Equity,59.7,75.8,79.2,6.3,Feb-13
EnBW Energie Baden-Wuerttemberg AG,Utilities,EEGBF US Equity,59.7,66.7,73.3,28.8,Feb-13
Encana Corporation,Energy,ECA US Equity,62.8,68.8,72.3,37.5,Feb-13
Endesa SA,Utilities,ELEZF US Equity,63.1,66.7,86.7,22.5,Feb-13
Enel Green Power S.p.A.,Utilities,ELPSF US Equity,57.8,55.8,65.0,50.0,Feb-13
Enel SpA,Utilities,XQKGF US Equity,62.5,70.8,75.0,31.3,Feb-13
Eni SpA,Energy,EIPAF US Equity,70.4,77.5,76.4,50.0,Feb-13
"EOG Resources, Inc.",Energy,EOG US Equity,54.6,75.0,55.9,25.0,Feb-13
Eramet SA,Materials,ERMAF US Equity,49.5,50.0,56.3,42.5,Feb-13
Ericsson,Information Technology,ERIXF US Equity,75.3,79.2,59.2,100.0,Feb-13
Erste Group Bank AG,Financials,EBKOF US Equity,63.5,61.7,76.7,40.0,Feb-13
Esprit Holdings Ltd.,Consumer Discretionary,ESHDF US Equity,49.2,62.5,56.9,13.8,Feb-13
Essilor International SA,Health Care,ESLOF US Equity,81.2,90.0,70.8,100.0,Feb-13
Eurasian Natural Resources Corp Plc,Materials,EURNF US Equity,51.1,64.2,61.3,31.3,Feb-13
